"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
1330688;103;2018;57,1;"F";"28";"D";"A";"E";"E";"H";"C";"B"
1330711;104;2018;37,8;"M";"24";"D";"A";"A";"E";"B";"A";"B"
1330814;83;2018;49,6;"M";"38";"A";"B";"B";"E";"A";"A";"D"
1330818;85;2022;60,3;"F";"54";"A";"D";"E";"E";"A";"A";"B"
1331250;93;2018;44,4;"F";"27";"A";"E";"E";"E";"B";"A";"C"
1331665;84;2022;71,5;"M";"27";"A";"F";"D";"A";"B";"A";"B"
1331840;86;2018;10,1;"M";"23";"D";"B";"C";"A";"B";"A";"B"
1331941;22;2018;NA;"M";"49";"A";"E";"E";"E";"B";"E";"B"
1331972;85;2018;41,4;"M";"21";"D";"E";"E";"E";"H";"A";"C"
1332190;86;2018;63;"M";"20";"";"A";"E";"A";"";"A";"B"
1332313;103;2018;54,1;"M";"66";"D";"B";"B";"A";"C";"A";"B"
1332449;94;2018;NA;"M";"34";"";"B";"";"E";"";"A";"C"
1332451;83;2018;45;"F";"26";"A";"D";"C";"A";"B";"A";"C"
1332552;104;2018;62,4;"M";"28";"A";"C";"D";"E";"H";"A";"C"
1332553;88;2018;59,6;"M";"27";"D";"G";"E";"E";"A";"A";""
1332848;94;2018;43,6;"M";"29";"A";"C";"E";"E";"G";"A";"B"
1333077;86;2018;NA;"F";"23";"D";"B";"D";"A";"A";"A";"B"
1333091;1;2018;38,2;"M";"24";"A";"A";"B";"A";"H";"A";"B"
1333093;22;2018;36,9;"F";"26";"D";"B";"C";"E";"H";"A";"C"
1334009;83;2018;73,1;"M";"35";"A";"C";"A";"A";"A";"A";"B"
1336667;88;2018;57,9;"M";"22";"D";"C";"B";"D";"B";"B";""
1341062;88;2022;44,3;"F";"21";"A";"G";"C";"C";"H";"A";"D"
1341196;83;2022;51,8;"F";"23";"D";"B";"E";"A";"A";"A";"E"
1341343;88;2022;44,3;"M";"26";"D";"C";"C";"A";"A";"A";""
1341934;85;2022;44,7;"M";"29";"";"D";"";"E";"H";"";"B"
1341935;93;2022;58,1;"F";"31";"B";"C";"C";"E";"B";"A";""
1342145;88;2022;69,7;"F";"23";"A";"A";"D";"D";"A";"A";"A"
1342173;84;2022;44,9;"F";"29";"D";"A";"C";"E";"B";"D";"D"
1342341;86;2022;46,7;"F";"20";"A";"C";"F";"E";"";"";"B"
1342407;85;2022;54,1;"F";"29";"D";"C";"B";"E";"A";"A";"E"
1342448;106;2022;74,3;"M";"31";"D";"E";"C";"E";"A";"B";"B"
1342522;85;2022;71,3;"F";"21";"A";"B";"C";"E";"H";"";"B"
1342709;26;2018;NA;"M";"22";"D";"C";"E";"B";"B";"D";"C"
1342712;103;2022;39;"F";"39";"A";"B";"C";"E";"B";"A";"C"
1342813;83;2022;53,2;"F";"22";"A";"";"D";"A";"H";"";"D"
1342814;105;2022;41,1;"M";"43";"D";"B";"F";"";"B";"A";"B"
1343824;88;2018;54,9;"F";"40";"A";"A";"C";"";"";"A";""
1343932;94;2018;49,2;"F";"30";"B";"B";"C";"E";"C";"A";"C"
1343935;86;2018;38,5;"F";"21";"A";"B";"E";"E";"H";"A";"B"
1344139;101;2018;18,3;"M";"38";"";"E";"";"E";"H";"";"A"
1344176;94;2018;26;"M";"31";"A";"";"D";"E";"B";"A";"C"
1344177;84;2022;NA;"F";"35";"A";"B";"";"E";"";"";"C"
1344179;87;2022;NA;"F";"33";"";"A";"E";"";"I";"A";"B"
1344181;101;2022;NA;"F";"26";"D";"D";"E";"";"B";"A";""
1348190;84;2018;42,1;"M";"33";"A";"F";"E";"E";"B";"A";""
1348192;85;2018;44,5;"M";"33";"A";"B";"E";"E";"B";"A";"C"
1348193;87;2022;NA;"F";"34";"A";"B";"D";"D";"B";"A";"D"
1348219;86;2022;38;"F";"58";"A";"B";"C";"A";"H";"A";"C"
1348220;94;2018;67,2;"F";"49";"A";"E";"B";"E";"H";"A";"C"
1349096;1;2022;0;"F";"32";"D";"C";"C";"D";"I";"C";"D"
1349102;38;2018;26,2;"F";"47";"A";"B";"E";"D";"B";"A";"B"
1349150;84;2018;53,7;"F";"19";"A";"D";"F";"";"B";"A";"B"
1349153;804;2018;28,7;"F";"25";"D";"B";"";"";"";"A";"B"
1349154;803;2018;22,9;"F";"22";"F";"";"C";"A";"E";"D";"C"
1349239;104;2018;51;"M";"20";"D";"C";"B";"A";"J";"A";"E"
1349291;83;2018;NA;"F";"37";"D";"C";"E";"";"B";"A";""
1349379;86;2022;57,4;"F";"49";"C";"C";"F";"E";"H";"A";"B"
1349725;86;2018;50,6;"M";"32";"B";"A";"E";"D";"B";"A";""
1349728;84;2018;34,6;"F";"32";"D";"";"E";"";"";"A";""
1349733;101;2018;26,8;"F";"33";"A";"";"";"";"H";"A";"C"
1349773;803;2018;53,1;"F";"26";"A";"D";"C";"A";"";"A";"C"
1349906;93;2018;53,4;"F";"38";"D";"D";"E";"A";"B";"A";"B"
1350022;88;2018;45,8;"M";"21";"D";"A";"E";"A";"C";"E";"C"
1350084;86;2018;52,4;"F";"22";"A";"D";"B";"E";"H";"A";"B"
1350085;87;2018;NA;"M";"29";"";"B";"";"A";"B";"A";"B"
1350127;87;2018;NA;"F";"24";"D";"E";"D";"B";"H";"A";"B"
1350646;86;2022;37;"F";"24";"D";"A";"E";"E";"";"A";""
1350874;88;2018;NA;"";"";"D";"";"F";"E";"D";"";"B"
1351505;104;2018;41,3;"M";"25";"";"";"";"D";"";"";"A"
1351852;88;2022;NA;"F";"22";"";"";"";"";"";"";""
1353301;86;2018;39,9;"F";"32";"D";"";"F";"E";"H";"A";"B"
1353919;105;2018;NA;"M";"37";"B";"";"C";"";"B";"A";"B"
1353920;94;2018;NA;"F";"35";"";"C";"";"E";"B";"";"E"
1353921;86;2022;NA;"F";"22";"A";"";"B";"";"";"A";""
1353950;93;2018;39,7;"M";"49";"D";"B";"E";"A";"D";"C";"B"
1353952;87;2018;58,2;"F";"38";"C";"A";"A";"E";"A";"A";"C"
1353953;85;2018;NA;"";"";"";"";"";"";"";"";""
1354152;87;2018;58,7;"F";"35";"D";"A";"F";"E";"B";"A";"B"
1354364;86;2018;27;"F";"33";"";"C";"E";"E";"B";"A";""
1357701;85;2018;52,8;"F";"22";"D";"F";"E";"";"H";"A";""
1358291;103;2018;50,5;"F";"22";"D";"A";"A";"B";"A";"A";"B"
1359392;104;2018;35,3;"F";"20";"A";"A";"F";"A";"A";"A";"C"
1360063;88;2018;41,3;"M";"20";"D";"B";"C";"E";"B";"A";"B"
1363507;88;2018;NA;"F";"52";"A";"A";"F";"";"B";"";"C"
1363690;105;2022;NA;"F";"39";"D";"";"";"E";"B";"A";""
1363805;106;2022;NA;"F";"24";"";"";"";"E";"";"A";"B"
1363816;86;2018;56,8;"F";"20";"D";"D";"E";"D";"I";"D";""
1364147;87;2018;NA;"";"";"";"";"";"";"";"";""
1364237;85;2018;NA;"F";"24";"A";"B";"F";"";"";"";"B"
1364273;100;2018;53,3;"F";"25";"A";"B";"D";"A";"A";"A";"B"
1364457;804;2018;34,9;"M";"23";"F";"D";"C";"E";"B";"A";"A"
1364598;106;2022;NA;"M";"34";"A";"C";"";"";"B";"";""
1364599;86;2022;27,8;"F";"28";"";"A";"E";"";"";"A";""
1364609;85;2022;NA;"M";"36";"";"";"C";"";"B";"A";"B"
1364616;22;2022;15,2;"M";"41";"D";"F";"E";"E";"";"A";""
1364625;84;2022;57,9;"M";"23";"D";"";"";"";"";"A";"D"
1364628;87;2022;NA;"F";"35";"";"";"";"E";"I";"A";"B"
1364629;94;2022;NA;"F";"24";"A";"C";"";"E";"I";"";""
1366639;104;2018;38,1;"M";"22";"A";"D";"C";"";"";"";"B"
1366648;85;2018;66,2;"F";"29";"B";"C";"E";"E";"A";"A";"B"
1367017;86;2018;20,2;"F";"29";"A";"C";"D";"E";"B";"A";"C"
1367180;86;2022;NA;"M";"22";"A";"A";"E";"E";"";"E";"B"
1367187;94;2022;39,5;"M";"27";"";"C";"F";"";"B";"";""
1367189;84;2022;36;"M";"26";"";"C";"F";"A";"B";"";"B"
1367191;85;2022;63,1;"F";"30";"A";"";"E";"";"B";"";"C"
1367207;86;2022;62,8;"M";"28";"A";"A";"F";"A";"C";"A";"B"
1367210;93;2018;NA;"F";"30";"A";"C";"E";"";"B";"A";"E"
1367481;88;2018;38,2;"F";"33";"A";"B";"F";"A";"E";"A";"B"
1367883;93;2022;32,7;"F";"25";"A";"E";"E";"E";"B";"A";"E"
1367885;86;2018;51,2;"M";"27";"A";"D";"C";"E";"D";"A";"D"
1367886;103;2022;34;"F";"22";"A";"E";"C";"D";"H";"A";"C"
1372036;86;2018;47,2;"F";"37";"D";"A";"D";"B";"H";"A";"B"
1372045;85;2018;38;"M";"39";"D";"E";"C";"E";"C";"E";"B"
1374725;94;2022;45,8;"M";"29";"B";"C";"C";"E";"B";"D";""
1375407;85;2018;NA;"F";"42";"";"";"";"";"";"";""
1375408;86;2022;NA;"F";"25";"";"D";"E";"";"B";"A";""
1375417;93;2018;NA;"F";"28";"B";"";"";"E";"";"";""
1376092;106;2018;55,3;"F";"29";"D";"C";"";"E";"";"A";"B"
1376183;85;2018;NA;"F";"33";"C";"E";"B";"A";"H";"A";"C"
1376184;87;2018;37,1;"F";"30";"D";"A";"E";"E";"H";"A";"B"
1376260;93;2022;62,3;"F";"35";"D";"B";"E";"E";"";"D";"B"
1376281;94;2022;NA;"F";"39";"";"";"F";"";"H";"";"C"
1376282;93;2022;NA;"F";"31";"A";"F";"F";"";"H";"";"B"
1377504;106;2022;36,1;"M";"50";"D";"B";"";"";"B";"";""
1377534;86;2018;29,7;"F";"25";"A";"C";"E";"E";"H";"A";"B"
1377535;94;2018;NA;"M";"25";"A";"B";"";"";"B";"F";"A"
1377540;94;2018;39;"F";"32";"A";"E";"E";"D";"H";"A";"D"
1377565;88;2018;35,8;"F";"44";"A";"A";"";"D";"B";"A";"C"
1377614;86;2018;34,3;"M";"47";"A";"B";"F";"A";"G";"A";"B"
1378753;88;2018;19,4;"F";"20";"A";"E";"B";"A";"B";"A";"B"
1378755;93;2018;55,5;"F";"29";"B";"D";"C";"E";"H";"A";"B"
1379277;102;2022;NA;"M";"24";"D";"";"";"E";"A";"";""
1379279;93;2022;41,1;"F";"51";"A";"C";"F";"";"G";"";"B"
1379288;38;2022;NA;"F";"47";"C";"B";"";"E";"B";"A";""
1379813;94;2022;52;"M";"24";"B";"A";"A";"D";"D";"";""
1379814;86;2022;42,2;"F";"45";"B";"B";"D";"A";"H";"D";"A"
1380258;86;2018;46,1;"M";"21";"B";"B";"E";"E";"G";"C";"B"
1380910;104;2018;77,7;"M";"23";"A";"C";"D";"A";"B";"A";"C"
1380913;88;2022;57,3;"M";"19";"D";"C";"C";"E";"G";"A";"B"
1382602;102;2022;NA;"F";"20";"A";"B";"";"E";"";"A";""
1382605;93;2022;41,6;"F";"50";"D";"C";"D";"D";"B";"A";"A"
1382606;105;2022;31,7;"M";"26";"D";"D";"";"E";"I";"A";"B"
1382653;85;2018;24,9;"M";"31";"A";"E";"C";"E";"B";"C";"B"
1382688;106;2022;NA;"M";"20";"A";"B";"E";"E";"B";"A";"C"
1382692;102;2018;16,3;"M";"25";"D";"D";"F";"D";"B";"A";"B"
1382694;102;2022;NA;"M";"38";"A";"C";"D";"A";"B";"A";"C"
1382696;88;2022;NA;"F";"37";"D";"B";"";"";"H";"A";"B"
1382697;105;2022;67,2;"F";"28";"";"B";"D";"E";"B";"A";""
1382707;88;2018;41,4;"M";"35";"A";"B";"E";"B";"H";"A";"B"
1382708;105;2022;NA;"F";"41";"A";"B";"F";"E";"";"A";"B"
1382759;103;2018;NA;"F";"21";"A";"";"E";"A";"";"A";"E"
1382766;86;2018;54,5;"M";"24";"A";"C";"C";"A";"B";"A";"A"
1382767;102;2022;NA;"F";"34";"A";"B";"B";"E";"B";"";"C"
1382768;88;2022;NA;"F";"24";"D";"B";"C";"A";"H";"E";"D"
1382769;105;2022;NA;"M";"39";"D";"";"F";"D";"I";"";"D"
1382770;94;2018;56,4;"M";"21";"A";"C";"E";"E";"";"A";"B"
1382809;103;2018;44,6;"M";"22";"D";"F";"B";"E";"B";"A";"C"
1382839;93;2022;19,5;"M";"39";"D";"C";"";"E";"";"A";""
1382951;93;2018;46,2;"M";"19";"D";"A";"D";"A";"B";"A";"B"
1383454;803;2022;53,2;"M";"22";"";"";"C";"E";"";"A";""
1385050;94;2018;29,2;"M";"20";"D";"C";"C";"E";"B";"A";"A"
1385051;86;2018;40,2;"F";"31";"D";"B";"B";"";"B";"A";"C"
1385496;1;2022;NA;"F";"25";"A";"E";"C";"";"D";"A";"B"
1385785;85;2022;55,5;"M";"28";"B";"C";"F";"E";"B";"C";"B"
1385786;84;2022;54,3;"F";"21";"D";"B";"E";"E";"H";"A";"C"
1385787;87;2022;51,1;"F";"20";"D";"B";"B";"";"H";"C";"B"
1389118;104;2018;NA;"F";"22";"B";"B";"C";"A";"I";"A";"C"
1396209;88;2018;57,2;"M";"45";"A";"B";"C";"";"";"A";"B"
1397960;102;2018;56,8;"M";"34";"A";"C";"C";"C";"I";"A";"C"
1397964;104;2022;59,3;"F";"28";"A";"B";"B";"B";"D";"A";"D"
1399047;104;2018;62,1;"M";"43";"D";"D";"C";"E";"I";"A";"B"
1399049;103;2018;37,7;"F";"20";"A";"C";"C";"E";"";"A";"B"
1399050;103;2018;NA;"F";"33";"";"C";"D";"A";"B";"";"C"
1399077;83;2018;NA;"M";"20";"";"B";"";"";"";"";""
1399136;102;2022;30,9;"M";"26";"";"A";"C";"D";"";"A";"B"
1399166;106;2018;32,7;"M";"28";"A";"";"B";"D";"A";"A";""
1403670;1;2018;NA;"M";"25";"";"";"";"";"";"";""
1403885;105;2022;NA;"M";"30";"";"";"";"";"";"";""
1403886;106;2022;NA;"M";"49";"B";"B";"";"";"";"A";"B"
1403887;93;2018;NA;"F";"24";"";"E";"";"";"";"A";"B"
1404813;804;2018;NA;"M";"35";"";"";"";"";"";"";""
1405391;67;2018;46,7;"F";"37";"A";"B";"C";"B";"B";"A";"B"
1407390;94;2018;29;"M";"44";"A";"B";"F";"E";"H";"A";"B"
1407391;84;2022;48,6;"F";"28";"D";"D";"E";"E";"B";"A";"B"
1407392;86;2022;56,8;"F";"39";"A";"C";"E";"E";"B";"A";"B"
1407393;87;2022;44,3;"M";"24";"";"A";"";"";"B";"A";""
1407395;93;2018;62,6;"M";"26";"B";"C";"D";"A";"B";"A";"C"
1408854;85;2022;NA;"F";"33";"D";"B";"";"";"";"";""
1410358;106;2018;15,2;"M";"56";"A";"B";"";"";"";"A";""
1412323;88;2022;24,3;"M";"27";"A";"F";"B";"E";"B";"";""
1419473;84;2022;30;"M";"21";"D";"";"C";"D";"I";"A";"C"
1419594;86;2018;34,6;"F";"25";"E";"B";"D";"E";"I";"A";"E"
1419602;84;2018;41,7;"F";"22";"D";"B";"C";"E";"B";"A";""
1420395;93;2018;24,8;"M";"28";"A";"C";"";"";"G";"A";"A"
1420402;86;2018;44,6;"F";"24";"A";"F";"";"E";"E";"A";"B"
1420403;87;2018;33,1;"F";"24";"D";"C";"E";"E";"F";"E";"B"
1420404;84;2018;60,5;"M";"27";"";"C";"C";"D";"J";"A";"B"
1420406;85;2018;47,1;"F";"24";"A";"C";"E";"E";"B";"A";"C"
1425387;22;2022;20,6;"M";"40";"";"B";"";"E";"H";"";"C"
1427746;86;2018;40,7;"F";"33";"B";"";"C";"D";"C";"F";"D"
1427747;93;2022;41,9;"F";"31";"B";"C";"B";"E";"H";"";"B"
1427748;94;2018;NA;"M";"23";"B";"";"C";"";"C";"D";"B"
1438388;86;2022;50;"F";"27";"C";"C";"E";"A";"H";"A";"D"
1442856;94;2022;44,1;"M";"27";"A";"E";"";"";"";"A";"B"
1442859;86;2022;19;"M";"34";"B";"";"";"";"B";"A";""
1443068;94;2018;NA;"M";"30";"";"";"";"B";"";"A";""
1443070;102;2018;NA;"F";"30";"";"";"";"";"";"";""
1452957;102;2018;46,6;"M";"35";"D";"E";"E";"E";"B";"A";"D"
2500095;2;2018;NA;"M";"35";"D";"C";"C";"C";"B";"A";"C"
2500096;18;2018;39,3;"F";"62";"A";"C";"B";"A";"B";"A";"B"
5000144;38;2022;NA;"F";"38";"D";"A";"E";"E";"A";"C";"B"
5000194;38;2018;16,4;"M";"22";"D";"A";"B";"B";"H";"A";"B"
5000310;38;2018;30,7;"F";"28";"A";"A";"A";"B";"H";"C";"C"
5000318;38;2018;NA;"F";"44";"";"A";"B";"A";"";"A";""
5000345;803;2018;44,8;"F";"23";"D";"A";"C";"D";"H";"A";"A"
5000446;38;2018;40,4;"F";"46";"D";"A";"E";"";"E";"";"C"
5000548;38;2018;32,3;"F";"23";"A";"D";"D";"";"A";"";"D"
5000865;2;2018;17,5;"M";"24";"A";"C";"A";"A";"E";"A";"A"
5000866;2;2018;19,8;"M";"28";"A";"C";"C";"A";"B";"A";"B"
5000867;2;2018;34,6;"M";"28";"B";"A";"F";"E";"A";"D";"B"
5000871;2;2022;NA;"F";"22";"A";"C";"C";"D";"D";"A";"B"
5000872;2;2018;32,5;"F";"46";"B";"A";"C";"A";"H";"A";"C"
5000873;2;2022;45;"F";"25";"B";"D";"C";"E";"B";"A";"B"
5000874;2;2022;46,8;"M";"27";"A";"C";"B";"A";"H";"F";"A"
5000881;2;2022;21,6;"M";"34";"D";"C";"B";"E";"E";"";"D"
5000882;2;2018;48,3;"F";"23";"A";"C";"E";"A";"B";"A";"B"
5000952;2;2018;34,4;"F";"30";"A";"D";"B";"A";"E";"";"B"
5000953;2;2022;22,2;"M";"47";"B";"B";"E";"B";"E";"A";"B"
5000954;2;2018;NA;"F";"37";"";"C";"F";"E";"B";"A";"B"
5000970;2;2018;38,6;"M";"28";"D";"E";"E";"B";"B";"A";"B"
5000982;18;2018;45,4;"F";"22";"E";"A";"E";"A";"E";"A";"E"
5000983;2;2018;44,6;"M";"22";"D";"C";"C";"A";"C";"A";"B"
5000984;2;2018;30;"F";"54";"";"A";"C";"A";"";"A";"B"
5000986;1;2022;NA;"F";"38";"";"E";"C";"E";"B";"A";"B"
5000988;2;2022;28,6;"F";"31";"D";"C";"B";"E";"B";"A";"C"
5000989;2;2018;48,1;"M";"24";"A";"B";"E";"E";"E";"A";"C"
5000992;18;2022;36,7;"F";"26";"B";"B";"B";"A";"H";"A";"C"
5000994;2;2022;10,4;"F";"24";"A";"B";"F";"E";"H";"C";"D"
5000995;2;2018;71,3;"F";"22";"A";"B";"D";"C";"B";"A";"B"
5000996;2;2018;NA;"M";"29";"D";"A";"B";"D";"E";"E";"B"
5001156;2;2022;12,2;"F";"22";"A";"B";"A";"A";"K";"A";"A"
5001171;86;2018;28,7;"F";"26";"D";"B";"E";"E";"B";"A";""
5001185;1;2022;49,4;"F";"23";"D";"D";"E";"E";"E";"A";"C"
5001218;86;2022;35,2;"F";"28";"A";"B";"C";"A";"A";"A";"B"
5001221;86;2022;NA;"F";"36";"D";"E";"B";"";"";"";"C"
5001223;1;2022;26,1;"M";"32";"A";"A";"E";"E";"B";"A";"B"
5001229;18;2018;67,1;"F";"36";"B";"D";"A";"E";"G";"A";"C"
5001231;22;2018;27,7;"M";"27";"D";"C";"D";"E";"G";"C";"B"
5001241;1;2022;NA;"M";"26";"A";"B";"C";"A";"";"";"B"
5001253;103;2018;22,6;"F";"20";"D";"B";"F";"E";"G";"A";"A"
5001258;94;2022;76,2;"M";"32";"A";"";"";"E";"B";"A";"C"
5001269;18;2018;NA;"F";"41";"B";"A";"D";"E";"B";"A";"C"
5001274;94;2018;50,2;"F";"26";"B";"B";"E";"E";"B";"";"B"
5001280;94;2022;60,9;"M";"29";"A";"B";"C";"D";"A";"A";"C"
5001286;38;2018;62;"F";"41";"D";"F";"";"D";"C";"B";"C"
5001288;93;2018;NA;"F";"28";"A";"D";"E";"";"B";"A";"C"
5001291;85;2022;55;"M";"40";"F";"A";"C";"D";"A";"A";"C"
5001297;105;2018;NA;"M";"27";"D";"B";"B";"E";"J";"A";"B"
5001307;87;2018;62,9;"F";"21";"A";"C";"D";"E";"H";"A";"D"
5001317;85;2022;23,7;"F";"25";"A";"A";"C";"E";"";"";"A"
5001318;93;2022;NA;"F";"42";"A";"E";"";"E";"B";"A";""
5001319;85;2018;42;"M";"30";"F";"C";"E";"E";"B";"C";"B"
5001329;38;2022;NA;"F";"58";"D";"B";"B";"A";"";"";"B"
5001334;1;2022;42,5;"F";"25";"D";"B";"E";"E";"B";"A";"B"
5001342;94;2022;NA;"F";"27";"";"";"E";"D";"B";"";""
5001343;18;2018;66;"F";"21";"D";"B";"E";"A";"A";"A";"D"
5001348;86;2018;25,8;"F";"26";"A";"E";"E";"E";"B";"C";"C"
5001349;87;2018;38,6;"F";"20";"A";"B";"D";"D";"B";"A";"B"
5001350;93;2018;NA;"";"";"";"";"";"";"";"";""
5001360;2;2018;51,8;"M";"43";"D";"B";"C";"D";"";"A";"C"
5001365;85;2018;29,6;"M";"42";"A";"C";"D";"A";"D";"A";"C"
5001368;103;2018;48,9;"F";"33";"A";"C";"E";"A";"H";"A";"E"
5001373;85;2018;62,9;"M";"23";"D";"C";"C";"E";"B";"A";"E"
5001376;85;2022;53,7;"F";"21";"A";"E";"C";"E";"B";"A";"B"
5001379;85;2018;NA;"F";"22";"D";"A";"";"A";"G";"A";"D"
5001380;85;2018;38,3;"F";"40";"A";"E";"D";"E";"B";"A";"B"
5001382;106;2022;37,4;"F";"23";"";"D";"F";"A";"B";"A";"C"
5001384;2;2018;58,3;"M";"44";"";"E";"B";"A";"B";"A";""
5001389;88;2018;54,7;"F";"22";"D";"D";"B";"";"B";"C";"D"
1530;101;2022;66,8;"M";"52";"A";"B";"C";"E";"H";"A";"B"
6573;38;2022;31;"F";"25";"A";"C";"C";"";"H";"A";"B"
17915;803;2022;NA;"F";"29";"";"";"";"";"";"";""
19741;1;2022;40,1;"M";"30";"";"E";"A";"";"";"D";"C"
34943;1;2022;18,8;"F";"44";"B";"B";"D";"B";"H";"A";"D"
41300;2;2022;62,7;"F";"23";"";"D";"C";"A";"";"A";""
51118;1;2022;44,5;"M";"28";"";"B";"D";"C";"";"";"C"
64748;38;2022;58,1;"F";"34";"B";"B";"C";"A";"B";"A";"B"
65630;84;2022;NA;"";"";"";"";"";"";"";"";""
72399;18;2022;28,3;"F";"59";"A";"E";"E";"E";"H";"A";"B"
77184;87;2022;NA;"F";"37";"";"";"";"";"";"";""
80057;1;2022;NA;"M";"30";"";"";"";"";"";"D";"B"
80356;83;2022;23,8;"F";"57";"A";"A";"E";"E";"B";"A";"C"
82564;1;2022;33;"F";"38";"D";"D";"F";"D";"J";"";"B"
83128;102;2022;40;"F";"23";"F";"A";"E";"A";"";"D";"B"
83626;83;2022;NA;"";"";"";"";"";"";"";"";""
83840;38;2022;NA;"F";"21";"D";"A";"C";"E";"J";"";"B"
84668;22;2022;29,3;"F";"27";"B";"A";"C";"C";"B";"A";"C"
87358;88;2022;NA;"M";"50";"A";"";"F";"E";"H";"D";"D"
88388;2;2022;NA;"";"";"";"";"";"";"";"";""
91999;18;2022;62,7;"F";"22";"D";"B";"B";"A";"B";"A";"B"
95619;86;2022;19,7;"F";"21";"B";"A";"C";"E";"I";"A";""
96452;1;2022;15,2;"F";"43";"D";"";"E";"D";"J";"A";"B"
97665;93;2022;15,1;"M";"26";"";"";"";"";"H";"A";"A"
98916;105;2022;14,3;"F";"27";"D";"A";"D";"E";"I";"A";"B"
100170;101;2022;52,2;"F";"43";"D";"B";"F";"A";"H";"A";""
101348;1;2022;NA;"F";"27";"D";"B";"B";"E";"B";"A";"B"
103416;85;2022;NA;"";"";"";"";"";"";"";"";""
105186;1;2022;NA;"F";"28";"D";"D";"";"A";"A";"D";"C"
108956;18;2022;47;"M";"44";"A";"A";"B";"A";"H";"C";"B"
110452;38;2022;NA;"F";"45";"";"";"";"";"";"";""
112446;22;2022;NA;"F";"22";"D";"B";"C";"E";"I";"A";"B"
112828;94;2022;34,4;"M";"31";"";"C";"D";"";"";"A";""
115011;38;2022;60,1;"F";"27";"D";"A";"A";"D";"A";"C";"B"
115548;105;2022;NA;"";"";"";"";"";"";"";"";""
115650;94;2022;NA;"";"";"";"";"";"";"";"";""
120330;1;2022;NA;"";"";"";"";"";"";"";"";""
122076;85;2022;63,9;"M";"20";"F";"C";"E";"A";"A";"A";"A"
122394;38;2022;38,4;"F";"29";"D";"C";"D";"E";"B";"A";"D"
1009405;81;2022;41,7;"M";"28";"A";"B";"C";"D";"B";"A";"B"
1009957;94;2022;NA;"M";"22";"";"";"";"";"";"";""
1030522;18;2022;49,6;"F";"33";"";"E";"C";"";"H";"A";"B"
1051331;2;2022;22,1;"F";"23";"A";"";"E";"A";"B";"A";"B"
1077730;2;2022;53,6;"F";"31";"D";"B";"D";"E";"H";"D";"B"
1100638;1;2022;43,7;"F";"24";"A";"D";"E";"D";"B";"D";"C"
1104097;18;2022;39,2;"M";"52";"D";"A";"B";"A";"C";"A";"C"
1105026;2;2022;20,1;"M";"22";"";"";"B";"A";"H";"A";""
1105396;100;2022;NA;"F";"48";"A";"B";"D";"E";"";"D";"C"
1107828;106;2022;25,4;"F";"61";"B";"B";"";"E";"H";"";"B"
1113774;2;2022;36,4;"F";"26";"D";"B";"D";"E";"B";"A";"E"
1114299;81;2022;49,5;"M";"22";"A";"C";"B";"C";"A";"B";"C"
1114728;1;2022;NA;"M";"26";"";"";"";"";"";"";""
1117183;94;2022;NA;"";"";"";"";"";"";"";"";""
1120471;22;2022;17,3;"M";"23";"A";"C";"C";"A";"C";"A";"B"
1120660;2;2022;61,9;"F";"28";"D";"A";"E";"A";"A";"";"D"
1121142;1;2022;34,2;"M";"25";"B";"A";"C";"E";"D";"A";"C"
1121145;22;2022;38,9;"M";"26";"B";"C";"D";"E";"G";"A";"C"
1125449;18;2022;52;"F";"24";"A";"A";"B";"D";"E";"A";"B"
1130288;2;2022;NA;"F";"35";"A";"";"F";"E";"D";"A";"B"
1130465;85;2022;52,2;"F";"22";"A";"A";"F";"E";"";"A";"C"
1132818;1;2022;27,8;"F";"34";"A";"B";"B";"E";"B";"A";"B"
1132825;22;2022;42,9;"M";"46";"A";"B";"E";"E";"B";"A";"B"
1133035;1;2022;38,6;"F";"27";"A";"B";"C";"E";"";"A";"C"
1135089;22;2022;NA;"M";"21";"B";"A";"E";"A";"J";"B";"A"
1135495;1;2022;55,5;"F";"22";"D";"";"B";"A";"B";"A";"B"
1136109;1;2022;NA;"F";"28";"A";"";"E";"";"";"A";"B"
1143406;2;2022;64,6;"F";"22";"A";"C";"C";"E";"E";"A";"C"
1144879;87;2022;29,2;"F";"49";"D";"C";"F";"C";"B";"A";"A"
1144880;86;2022;31,9;"F";"35";"A";"B";"E";"E";"J";"A";"B"
1144882;93;2022;NA;"";"";"";"";"";"";"";"";""
1148921;18;2022;41,5;"F";"22";"A";"F";"B";"A";"C";"A";"B"
1150593;2;2022;40,6;"F";"43";"A";"";"C";"A";"B";"A";"D"
1150799;2;2022;35;"M";"30";"A";"A";"C";"E";"C";"A";"E"
1151035;2;2022;31,9;"F";"23";"D";"D";"C";"E";"B";"A";"C"
1151673;1;2022;27,1;"F";"25";"D";"D";"C";"E";"J";"A";"A"
1152368;18;2022;47,2;"F";"26";"D";"B";"E";"A";"H";"A";"C"
1152784;2;2022;27,2;"F";"33";"D";"";"";"A";"B";"A";"B"
1152933;2;2022;NA;"M";"22";"D";"C";"D";"";"J";"A";"B"
1153474;100;2022;21,4;"M";"37";"D";"A";"C";"A";"A";"A";"B"
