"CO_CURSO";"CO_GRUPO";"NU_ANO";"NT_GER";"TP_SEXO";"NU_IDADE";"QE_I02";"QE_I08";"QE_I09";"QE_I10";"QE_I11";"QE_I15";"QE_I23"
6160;18;2012;59,8;"F";"24";"A";"B";"F";"E";"";"A";"C"
6166;1;2012;36;"F";"34";"C";"";"D";"";"E";"";"B"
6185;1;2018;36,8;"M";"21";"C";"A";"";"A";"B";"A";"A"
6186;2;2012;NA;"M";"22";"A";"C";"E";"E";"";"A";"E"
6188;22;2018;NA;"F";"23";"A";"E";"B";"E";"";"A";"B"
6241;1;2012;42,3;"F";"22";"C";"F";"E";"E";"B";"A";""
6251;2;2012;53;"F";"25";"A";"C";"E";"E";"B";"A";"B"
6328;1;2018;57,8;"M";"23";"A";"A";"D";"A";"D";"A";"D"
6329;22;2018;24,2;"M";"48";"A";"D";"E";"E";"B";"E";"B"
6379;1;2012;43,6;"M";"33";"";"C";"";"";"";"";""
6380;22;2015;NA;"F";"23";"A";"C";"B";"E";"";"A";"B"
6392;1;2018;40,5;"F";"21";"A";"";"C";"E";"";"A";"C"
6393;22;2012;25,3;"F";"27";"D";"E";"D";"E";"B";"A";"B"
6394;13;2012;31,8;"F";"26";"C";"";"D";"E";"";"A";"C"
6395;2;2015;40,2;"F";"28";"A";"A";"B";"D";"G";"A";"B"
6396;18;2012;NA;"F";"22";"A";"F";"";"A";"";"A";"E"
6461;1;2012;60,1;"F";"22";"A";"E";"B";"E";"";"A";"B"
6462;22;2012;43,3;"M";"24";"A";"B";"C";"A";"H";"A";"D"
6470;2;2012;42,6;"M";"23";"A";"F";"B";"A";"B";"A";"B"
6472;22;2012;47,1;"M";"22";"A";"B";"";"E";"";"A";"A"
6473;1;2015;76,1;"F";"28";"A";"B";"B";"E";"B";"A";"B"
6492;2;2018;43;"F";"39";"A";"B";"E";"D";"B";"E";"C"
6493;22;2018;39,3;"F";"21";"D";"E";"E";"A";"H";"A";"B"
6494;1;2022;49;"M";"25";"C";"B";"D";"D";"";"C";"B"
6571;2;2015;37,5;"F";"33";"A";"E";"B";"E";"D";"A";"D"
6577;1;2012;51,8;"M";"22";"C";"E";"D";"A";"F";"E";"B"
6586;22;2022;18,8;"F";"24";"A";"D";"B";"E";"";"A";"E"
6616;2;2012;64,3;"F";"30";"A";"E";"B";"E";"B";"A";"C"
6621;22;2018;56,5;"F";"43";"C";"C";"F";"D";"H";"A";"C"
6622;2;2012;28,8;"M";"26";"C";"C";"E";"E";"H";"";"D"
6663;1;2012;24,5;"F";"32";"A";"C";"A";"A";"I";"C";""
6664;22;2015;NA;"M";"23";"A";"D";"";"D";"H";"A";"B"
6681;29;2015;66,9;"M";"27";"A";"C";"";"A";"G";"A";"C"
6689;2;2018;48,5;"M";"22";"A";"C";"B";"A";"";"A";"B"
6723;2;2022;NA;"F";"25";"C";"E";"B";"B";"E";"A";"A"
6730;2;2022;39,4;"F";"42";"A";"E";"C";"B";"H";"A";"A"
6732;18;2015;27,4;"M";"22";"A";"B";"C";"A";"H";"F";""
6741;1;2012;33,9;"M";"28";"A";"C";"C";"E";"";"A";"E"
6743;2;2015;21,3;"M";"22";"A";"";"B";"E";"";"A";"C"
6748;22;2015;38,1;"M";"23";"A";"F";"C";"E";"B";"A";"B"
6749;1;2022;35,2;"M";"52";"A";"B";"E";"E";"B";"";"E"
6751;13;2015;33,9;"F";"24";"A";"C";"F";"E";"E";"A";"E"
6757;18;2015;75,8;"M";"22";"A";"A";"B";"D";"E";"A";"E"
6808;1;2022;41,6;"F";"26";"A";"G";"B";"E";"B";"A";"C"
6809;22;2015;72,4;"M";"27";"C";"A";"B";"E";"";"D";"C"
6811;2;2018;55,3;"M";"25";"A";"A";"D";"E";"B";"A";"A"
6820;1;2022;46;"F";"23";"C";"B";"B";"D";"B";"A";"C"
6821;1;2015;35,9;"M";"26";"A";"C";"D";"A";"G";"A";"B"
6822;22;2012;65,6;"F";"33";"A";"C";"B";"D";"";"A";"B"
6831;22;2012;NA;"M";"23";"A";"B";"B";"E";"C";"A";"C"
6837;22;2018;31,5;"M";"36";"A";"C";"C";"D";"B";"A";"E"
6839;1;2018;33,6;"M";"27";"A";"B";"F";"E";"A";"A";"B"
6842;2;2012;NA;"M";"23";"A";"A";"B";"B";"";"E";"C"
6850;2;2012;38,3;"F";"33";"C";"F";"D";"A";"B";"A";"B"
6977;22;2012;21,2;"M";"26";"A";"C";"F";"E";"B";"A";"B"
6987;1;2012;17,9;"F";"23";"A";"F";"D";"E";"";"A";"B"
6994;1;2012;47,6;"F";"27";"B";"A";"C";"D";"B";"A";"B"
6997;22;2012;53,8;"M";"24";"A";"B";"C";"E";"";"A";"E"
7055;1;2012;52;"M";"27";"D";"B";"C";"E";"";"A";"B"
7056;22;2015;68,1;"F";"21";"B";"B";"B";"E";"E";"A";""
7075;22;2015;44,9;"F";"21";"B";"B";"B";"E";"G";"E";"B"
7119;22;2018;35,9;"F";"22";"A";"E";"B";"E";"F";"F";"B"
7120;1;2012;42,9;"F";"29";"A";"A";"C";"A";"C";"A";"B"
7123;2;2012;60,2;"F";"38";"A";"C";"B";"E";"G";"";"C"
7125;22;2015;44,7;"F";"26";"C";"C";"D";"E";"";"F";"B"
7126;1;2012;40;"F";"23";"A";"E";"D";"E";"B";"A";"C"
7133;2;2022;64;"F";"26";"A";"F";"B";"A";"B";"A";"A"
7136;2;2022;33,8;"F";"23";"A";"C";"C";"A";"G";"A";"D"
7145;22;2022;41,4;"F";"23";"C";"F";"E";"E";"B";"A";"B"
7187;1;2012;NA;"M";"28";"A";"D";"D";"A";"B";"A";""
7188;22;2012;38,6;"F";"31";"A";"B";"C";"D";"I";"A";"B"
7204;2;2015;NA;"M";"54";"D";"A";"F";"A";"E";"A";"A"
7260;804;2012;47,1;"M";"28";"B";"D";"C";"E";"";"E";"B"
7271;1;2012;60,1;"F";"22";"A";"F";"D";"E";"A";"A";"B"
7272;1;2015;NA;"F";"40";"C";"B";"D";"A";"";"A";""
7274;22;2018;NA;"F";"21";"D";"B";"D";"E";"";"D";"B"
7276;2;2022;48,6;"M";"46";"A";"B";"";"E";"G";"A";"C"
7280;26;2015;43;"M";"28";"A";"C";"A";"E";"B";"A";"C"
7281;67;2018;78,9;"F";"28";"C";"A";"B";"E";"B";"A";"B"
7285;1;2018;28,2;"M";"21";"D";"B";"C";"E";"";"A";"B"
7287;1;2012;NA;"F";"21";"";"C";"A";"D";"";"A";"B"
7290;18;2022;67,7;"F";"22";"A";"C";"";"B";"E";"A";"D"
7293;1;2018;67,5;"F";"26";"A";"E";"F";"A";"H";"C";""
7294;2;2012;33,4;"F";"40";"A";"C";"B";"";"";"A";"B"
7296;803;2022;31,9;"M";"24";"";"C";"D";"E";"B";"D";"B"
7299;1;2018;44,6;"M";"21";"D";"";"A";"E";"B";"";"C"
7300;2;2015;NA;"F";"50";"D";"C";"B";"E";"E";"A";"B"
7306;18;2022;33,7;"F";"29";"A";"B";"C";"B";"E";"A";"C"
7378;2;2018;39,9;"F";"23";"B";"C";"A";"E";"";"E";"B"
7401;2;2015;55,8;"F";"25";"A";"F";"C";"E";"C";"A";"A"
7413;2;2012;23,5;"M";"28";"A";"B";"E";"B";"B";"";"B"
7463;1;2012;44,7;"F";"22";"D";"";"C";"D";"";"A";"B"
7464;22;2012;44,9;"M";"27";"D";"E";"F";"E";"";"A";"C"
7497;2;2018;15,7;"F";"23";"A";"B";"B";"A";"E";"A";"B"
7501;22;2012;15,2;"F";"27";"A";"D";"C";"A";"H";"F";"D"
7502;1;2018;25,7;"F";"23";"A";"C";"C";"";"B";"D";"B"
7507;13;2015;56,1;"M";"30";"A";"";"B";"A";"H";"A";"B"
7513;1;2018;44,5;"F";"31";"A";"";"";"";"J";"A";"E"
7514;22;2015;18,8;"F";"21";"A";"";"D";"E";"D";"A";"B"
7516;2;2012;34,1;"M";"30";"A";"A";"D";"A";"";"A";"B"
7517;1;2015;53,5;"F";"25";"D";"F";"D";"";"H";"A";"B"
7518;2;2022;NA;"M";"33";"A";"D";"D";"C";"B";"A";"B"
7525;81;2022;57,8;"M";"22";"A";"D";"B";"D";"";"A";"B"
7581;1;2012;43,8;"F";"22";"A";"A";"";"E";"";"A";"C"
7582;22;2015;23,6;"F";"23";"C";"F";"C";"E";"B";"A";"B"
7583;13;2015;29,9;"F";"34";"B";"C";"B";"E";"";"A";"B"
7584;29;2012;28,1;"F";"27";"C";"G";"B";"E";"";"A";"D"
7588;18;2012;64;"F";"30";"A";"E";"C";"B";"B";"F";"D"
7620;22;2015;53,4;"M";"30";"A";"C";"B";"E";"";"A";"B"
7621;1;2018;NA;"M";"20";"D";"C";"B";"D";"";"A";"D"
7623;13;2015;45,9;"M";"23";"A";"C";"B";"D";"C";"A";""
7634;1;2012;27,2;"F";"29";"A";"";"C";"E";"H";"";"D"
7635;13;2012;NA;"M";"25";"A";"F";"D";"D";"";"";""
7637;22;2012;NA;"M";"40";"A";"D";"";"";"D";"";""
7683;2;2012;33,8;"F";"22";"A";"C";"B";"A";"I";"A";"C"
7684;1;2015;54;"M";"31";"D";"B";"B";"A";"";"E";"D"
7685;22;2015;34;"M";"21";"D";"B";"C";"E";"J";"A";"D"
7686;18;2022;44,4;"F";"22";"A";"D";"C";"A";"";"A";"C"
7710;18;2012;46,4;"F";"22";"A";"E";"B";"A";"B";"A";"B"
7715;2;2015;26,5;"F";"34";"A";"F";"C";"A";"D";"A";""
7722;22;2015;51,4;"M";"26";"A";"D";"";"E";"";"A";"E"
7724;1;2012;NA;"F";"24";"A";"C";"B";"";"";"";"B"
7769;1;2012;42,2;"F";"21";"";"B";"B";"E";"B";"E";"C"
7770;22;2015;40,5;"M";"37";"A";"C";"F";"E";"B";"A";"B"
7773;2;2018;55,9;"M";"27";"A";"";"B";"C";"B";"A";"B"
7776;18;2018;49,5;"F";"55";"D";"B";"E";"E";"I";"A";"D"
7809;22;2012;65,5;"F";"23";"C";"C";"B";"";"";"A";"A"
7833;2;2012;49,9;"M";"41";"C";"";"A";"A";"";"B";"B"
7834;13;2022;31;"F";"22";"A";"B";"B";"A";"";"A";"B"
7835;1;2022;16,7;"M";"22";"D";"D";"C";"";"";"A";"D"
7836;22;2015;20,3;"F";"21";"C";"C";"B";"D";"A";"A";"B"
7914;26;2015;37,9;"M";"29";"C";"F";"";"A";"B";"A";"B"
7937;1;2022;NA;"F";"32";"A";"";"A";"E";"B";"A";"B"
7938;22;2012;20,6;"F";"22";"A";"D";"C";"";"H";"A";"B"
7939;13;2015;50;"F";"21";"A";"D";"B";"E";"";"A";"B"
7940;2;2012;NA;"F";"34";"A";"D";"C";"D";"B";"A";"D"
7942;18;2018;40,1;"F";"30";"A";"C";"A";"A";"";"A";"A"
8012;29;2015;34,9;"F";"37";"";"";"";"";"";"";""
8013;1;2012;18,4;"M";"49";"";"B";"C";"D";"E";"C";"B"
8019;22;2015;NA;"F";"39";"";"";"A";"E";"";"";""
8037;2;2018;44,7;"F";"47";"D";"";"E";"A";"";"A";"E"
8044;13;2012;37,1;"M";"25";"A";"D";"D";"E";"H";"C";"B"
8045;22;2012;NA;"F";"31";"A";"B";"";"E";"G";"A";"B"
8046;1;2018;NA;"F";"21";"A";"F";"E";"";"B";"A";"C"
8054;1;2015;52,5;"M";"21";"C";"F";"A";"E";"";"E";"B"
8055;22;2015;28;"F";"25";"D";"D";"C";"C";"E";"D";"B"
8056;13;2012;30,9;"M";"35";"A";"B";"B";"";"";"A";"B"
8059;18;2012;61,3;"F";"36";"A";"F";"D";"A";"";"A";"C"
8061;2;2018;NA;"F";"33";"A";"";"";"E";"";"";"D"
8101;2;2022;42,2;"M";"45";"C";"A";"C";"D";"";"A";"D"
8117;1;2018;66,9;"F";"26";"C";"B";"B";"";"B";"A";"B"
8121;22;2015;40;"M";"46";"A";"E";"A";"A";"H";"A";"A"
8139;1;2018;56,9;"F";"23";"D";"F";"C";"E";"E";"A";"B"
8140;22;2018;31,1;"M";"26";"B";"C";"D";"D";"G";"A";"C"
8141;2;2018;36,8;"F";"26";"A";"";"B";"A";"E";"A";""
8150;22;2015;50,6;"M";"21";"";"B";"D";"E";"C";"A";"B"
8151;1;2018;NA;"F";"28";"A";"C";"D";"E";"H";"A";"B"
8154;2;2012;40,9;"F";"22";"A";"B";"B";"A";"E";"A";"B"
8161;18;2018;26,2;"F";"22";"A";"F";"B";"A";"B";"A";""
8207;22;2018;42,8;"F";"22";"A";"B";"C";"A";"B";"A";"E"
8209;1;2012;44,5;"F";"22";"A";"C";"B";"A";"";"A";"C"
8210;22;2015;26,7;"F";"21";"C";"E";"C";"E";"E";"A";"B"
8244;22;2012;27,2;"M";"24";"A";"C";"C";"E";"E";"A";"C"
8246;1;2012;NA;"M";"22";"A";"B";"";"D";"B";"A";"D"
8251;22;2015;26,2;"F";"31";"C";"C";"C";"E";"E";"A";"B"
8253;2;2015;37,8;"M";"25";"C";"E";"A";"A";"B";"A";"B"
8291;2;2015;26,9;"F";"38";"C";"B";"C";"D";"B";"A";"C"
8295;2;2022;51,9;"M";"22";"A";"A";"";"D";"E";"A";""
8296;22;2022;NA;"M";"22";"";"";"";"E";"G";"";"B"
8299;1;2018;64,5;"F";"22";"A";"H";"B";"E";"F";"";"A"
8306;18;2022;65,3;"F";"36";"A";"H";"";"A";"B";"A";"D"
8333;1;2022;NA;"M";"26";"D";"";"B";"A";"B";"E";"B"
8334;13;2022;NA;"M";"22";"A";"E";"C";"A";"B";"A";"B"
8343;81;2015;NA;"F";"26";"";"";"";"C";"A";"A";"C"
8365;1;2012;36,1;"F";"29";"";"B";"";"E";"H";"A";"B"
8366;29;2012;32,5;"F";"31";"A";"D";"D";"D";"B";"A";""
8368;22;2012;NA;"F";"22";"A";"B";"";"D";"H";"A";""
8370;13;2018;29,7;"M";"32";"C";"";"F";"A";"H";"";"B"
8371;67;2015;38,2;"F";"33";"C";"B";"C";"A";"B";"C";"B"
8386;1;2018;33,3;"M";"23";"B";"B";"D";"E";"I";"A";"B"
8387;22;2015;55,5;"M";"32";"D";"A";"B";"E";"H";"A";""
8411;67;2012;11,1;"F";"40";"C";"E";"D";"E";"";"A";"A"
8433;1;2015;NA;"M";"25";"";"F";"D";"A";"";"A";"D"
8471;1;2012;NA;"F";"27";"D";"C";"B";"E";"B";"A";""
8472;13;2022;31,6;"F";"41";"A";"F";"C";"A";"B";"";"D"
8473;18;2018;13,9;"F";"39";"F";"A";"B";"B";"H";"A";"B"
8474;22;2012;26,6;"F";"33";"D";"B";"E";"D";"B";"A";"C"
8490;1;2012;42;"M";"23";"A";"A";"C";"E";"C";"A";"E"
8518;1;2015;57,4;"F";"36";"";"E";"B";"A";"A";"C";"A"
8548;1;2012;51,5;"M";"29";"A";"D";"";"A";"";"A";"B"
8550;22;2018;33,3;"F";"30";"A";"E";"C";"E";"B";"A";"A"
8580;1;2015;NA;"M";"26";"B";"E";"D";"A";"";"A";"B"
8581;22;2015;23,5;"M";"24";"C";"B";"B";"E";"B";"A";"B"
8587;2;2018;24,3;"F";"39";"";"E";"C";"E";"";"A";"A"
8670;22;2015;71,1;"F";"21";"A";"D";"E";"E";"B";"A";"B"
8692;2;2012;43,1;"M";"32";"A";"E";"C";"A";"B";"A";""
8695;803;2012;59,4;"F";"21";"C";"E";"B";"A";"A";"";"E"
8696;804;2012;39,4;"F";"22";"A";"E";"C";"E";"E";"C";""
8762;1;2022;34,9;"F";"21";"A";"C";"C";"E";"";"A";"D"
8763;22;2015;21,8;"F";"31";"D";"A";"E";"D";"A";"A";"B"
8764;13;2015;NA;"F";"38";"";"";"D";"";"A";"";""
8786;22;2015;45,2;"F";"28";"D";"B";"D";"A";"E";"A";"A"
8787;1;2015;28,3;"F";"20";"A";"C";"C";"A";"";"";""
8797;1;2018;46,3;"F";"21";"A";"C";"B";"D";"C";"A";""
8798;22;2015;48;"M";"21";"A";"E";"B";"E";"C";"C";"C"
8802;1;2012;27,6;"F";"22";"C";"D";"C";"E";"E";"A";"B"
8806;22;2012;47;"M";"24";"A";"A";"E";"E";"B";"A";"B"
8810;2;2015;57,4;"F";"29";"A";"F";"B";"D";"D";"F";"B"
8812;2;2012;57,6;"M";"52";"C";"B";"F";"A";"E";"A";"B"
8813;2;2018;43,2;"F";"22";"A";"E";"A";"D";"E";"A";"B"
8818;1;2012;37,9;"M";"23";"A";"C";"B";"E";"";"A";"A"
8819;22;2018;57,7;"F";"25";"A";"C";"C";"E";"E";"A";"C"
8830;1;2012;43,1;"M";"24";"A";"C";"B";"";"C";"";"C"
8835;22;2012;21,6;"M";"23";"A";"C";"E";"E";"E";"A";"B"
8901;22;2018;12,8;"F";"24";"A";"A";"C";"E";"C";"A";"C"
8934;22;2012;46,2;"F";"24";"A";"F";"D";"E";"B";"C";"C"
8937;2;2015;38,4;"M";"22";"A";"C";"B";"C";"B";"A";"B"
8943;18;2018;54,6;"M";"23";"A";"A";"C";"A";"";"A";"B"
8964;1;2012;45,1;"M";"23";"";"C";"B";"D";"B";"A";"C"
8965;22;2015;29,6;"M";"25";"C";"B";"E";"E";"B";"A";"B"
9029;1;2015;35,7;"M";"20";"D";"B";"C";"E";"";"D";"E"
9030;22;2015;47,6;"M";"25";"A";"C";"C";"E";"";"A";"B"
9037;2;2018;44,6;"M";"27";"";"D";"E";"C";"E";"A";"C"
9038;22;2015;42,5;"M";"23";"A";"C";"B";"E";"";"A";"B"
9039;1;2012;25,1;"M";"21";"C";"C";"C";"E";"B";"A";"B"
9043;2;2022;49,2;"F";"24";"D";"B";"F";"D";"C";"A";"E"
9096;2;2015;29,9;"F";"51";"D";"E";"C";"E";"B";"A";""
9098;1;2018;44,5;"F";"42";"A";"";"D";"E";"";"C";"A"
9103;22;2012;54,2;"F";"21";"A";"D";"B";"A";"E";"A";"B"
9107;22;2018;23,8;"M";"22";"A";"B";"E";"E";"E";"A";""
9108;1;2018;52,1;"F";"43";"A";"D";"D";"E";"F";"A";"A"
9110;22;2015;47,3;"M";"21";"C";"D";"F";"A";"G";"A";"D"
9111;1;2018;44,4;"F";"38";"D";"B";"B";"A";"G";"D";"A"
9114;22;2012;38;"M";"25";"A";"E";"D";"E";"G";"B";"E"
9117;22;2012;NA;"F";"26";"A";"D";"D";"E";"";"A";"C"
9119;1;2012;42,3;"M";"24";"A";"E";"C";"E";"H";"A";"B"
9121;1;2018;27;"F";"22";"A";"B";"E";"E";"";"A";"B"
9124;1;2012;59,8;"F";"26";"A";"D";"D";"E";"F";"A";"C"
9212;22;2012;NA;"F";"27";"A";"A";"D";"E";"C";"A";"B"
9220;13;2012;NA;"M";"21";"B";"G";"";"D";"F";"";"B"
9227;2;2018;NA;"F";"33";"A";"G";"E";"D";"";"A";"B"
9229;1;2012;45;"F";"30";"A";"D";"B";"E";"I";"A";"B"
9236;22;2012;42,3;"M";"36";"A";"B";"E";"E";"E";"A";""
9263;2;2015;45,9;"M";"29";"A";"C";"D";"A";"A";"A";"B"
9273;1;2022;48,1;"M";"24";"A";"E";"F";"E";"";"A";"E"
9274;22;2012;50,9;"F";"23";"A";"G";"C";"A";"";"A";"B"
9282;13;2012;36,8;"M";"29";"A";"B";"B";"E";"C";"A";"D"
9292;2;2012;32,1;"M";"56";"A";"E";"F";"E";"B";"A";"B"
9298;1;2018;38,5;"M";"25";"A";"B";"D";"D";"B";"A";"D"
9300;1;2018;33,8;"F";"37";"A";"C";"F";"E";"C";"A";"C"
9310;2;2015;58,5;"M";"23";"A";"A";"B";"D";"";"A";"C"
9313;1;2022;51,4;"F";"29";"A";"C";"C";"E";"E";"A";"B"
9314;2;2015;23,9;"M";"25";"A";"C";"C";"A";"";"A";"C"
9409;22;2012;15,9;"F";"25";"B";"E";"E";"E";"H";"A";"B"
9411;1;2018;32,5;"M";"36";"C";"F";"B";"D";"C";"C";"B"
9412;2;2015;71,6;"F";"42";"C";"";"C";"E";"B";"A";"B"
9423;2;2012;32,6;"F";"24";"A";"B";"A";"A";"B";"F";"D"
9431;18;2012;76,9;"M";"28";"B";"B";"B";"A";"B";"A";"B"
9441;22;2022;38,7;"M";"23";"A";"B";"D";"E";"B";"A";"A"
9449;1;2018;38;"M";"22";"A";"E";"C";"E";"I";"A";"B"
9450;22;2012;40,6;"F";"30";"A";"D";"D";"E";"C";"A";"B"
9461;1;2012;NA;"M";"31";"A";"C";"D";"E";"A";"A";""
9469;13;2012;19,4;"F";"23";"";"F";"";"";"";"";""
9472;22;2012;24,4;"F";"23";"";"C";"";"E";"A";"A";"C"
9541;2;2012;25,2;"M";"25";"A";"";"E";"E";"A";"";"D"
9609;1;2022;58,1;"M";"22";"A";"H";"B";"E";"B";"A";"B"
9633;13;2012;34,4;"F";"23";"A";"";"C";"A";"F";"A";"C"
9638;29;2015;53,9;"M";"21";"A";"E";"";"";"";"B";"B"
9641;1;2012;NA;"F";"23";"";"E";"B";"";"";"";""
9679;22;2012;12,5;"F";"21";"A";"C";"D";"E";"";"A";"B"
9680;1;2015;38,4;"M";"24";"A";"B";"B";"E";"";"B";"B"
9696;1;2015;30,1;"M";"24";"C";"C";"";"A";"K";"A";"B"
9697;22;2018;27,7;"F";"43";"C";"B";"D";"D";"H";"D";""
9718;1;2012;39,8;"M";"21";"A";"";"B";"A";"C";"";""
9719;22;2015;29,1;"F";"21";"B";"";"E";"A";"B";"B";"C"
9730;67;2015;67,4;"F";"23";"";"A";"C";"D";"";"A";"B"
9732;2;2018;NA;"M";"22";"A";"B";"D";"B";"B";"A";"B"
9763;13;2018;20;"M";"28";"D";"C";"D";"E";"A";"A";"E"
9806;1;2015;50,7;"M";"24";"C";"B";"C";"E";"C";"A";""
9807;22;2015;62,4;"M";"30";"A";"F";"E";"E";"C";"C";"C"
9817;18;2018;31,8;"M";"27";"A";"B";"E";"D";"B";"A";"D"
9820;26;2012;52,1;"M";"22";"C";"F";"C";"D";"G";"A";"E"
9830;1;2022;NA;"M";"30";"";"";"B";"";"";"";""
9831;2;2022;52,2;"M";"28";"A";"B";"E";"A";"";"A";"B"
9833;22;2012;13,1;"F";"22";"A";"D";"D";"";"G";"";"B"
9846;29;2018;31,3;"M";"30";"";"";"B";"C";"";"";"B"
9898;1;2018;39;"F";"27";"A";"C";"C";"C";"B";"A";""
9899;22;2012;46,9;"F";"23";"A";"E";"C";"E";"G";"A";"E"
9919;1;2012;53,8;"M";"27";"A";"D";"";"E";"F";"";"B"
9920;22;2015;48,4;"M";"32";"A";"C";"F";"E";"A";"D";"D"
9922;2;2015;60;"F";"37";"A";"A";"B";"E";"";"A";"E"
9943;22;2015;33,8;"M";"22";"A";"C";"E";"E";"H";"D";"B"
9976;1;2018;45;"M";"46";"";"B";"F";"E";"";"D";"C"
9977;22;2015;34,1;"F";"28";"A";"C";"B";"D";"";"A";""
9989;22;2012;22,6;"M";"22";"C";"C";"C";"E";"B";"A";"B"
9997;13;2012;NA;"F";"25";"A";"B";"B";"A";"E";"A";"B"
10003;2;2022;62,9;"F";"26";"A";"E";"C";"A";"H";"A";"B"
10033;1;2015;12,1;"M";"24";"C";"C";"C";"D";"";"";"A"
10035;22;2015;23,1;"M";"26";"A";"E";"D";"E";"B";"A";"B"
10045;1;2018;20,9;"F";"23";"A";"";"";"E";"";"A";"D"
10046;22;2012;33,1;"F";"22";"A";"E";"C";"E";"C";"";"B"
10058;2;2015;45;"F";"28";"A";"B";"B";"C";"B";"";"E"
10063;1;2018;NA;"F";"25";"A";"F";"D";"E";"B";"F";"C"
10064;2;2015;34,7;"F";"22";"A";"";"B";"C";"G";"A";""
10072;22;2012;35,6;"F";"24";"";"B";"B";"E";"B";"F";"D"
10075;1;2012;59,4;"M";"27";"";"C";"";"";"";"";"A"
10076;22;2015;48,8;"F";"25";"A";"G";"D";"E";"C";"A";"B"
10078;2;2015;NA;"F";"22";"A";"F";"";"";"";"F";"C"
10152;1;2015;35,9;"F";"22";"A";"F";"C";"";"C";"A";"B"
10153;22;2022;28,6;"F";"21";"A";"A";"E";"D";"F";"A";"C"
10160;2;2018;23,5;"M";"24";"A";"D";"C";"E";"B";"A";"C"
10220;1;2015;51,8;"F";"25";"A";"D";"E";"E";"E";"A";"B"
10226;1;2012;24,6;"F";"31";"C";"E";"C";"E";"";"A";"B"
10233;22;2015;NA;"F";"32";"D";"";"D";"E";"A";"A";"A"
10266;2;2012;27,6;"F";"23";"";"F";"";"";"E";"";"C"
10291;1;2012;23,1;"M";"22";"C";"B";"D";"";"B";"A";"B"
10292;22;2015;22,5;"F";"28";"C";"C";"D";"D";"B";"F";"C"
10295;13;2018;46,1;"F";"27";"A";"B";"B";"D";"";"A";"A"
10296;22;2015;53,8;"F";"24";"A";"C";"C";"E";"E";"A";"B"
10304;1;2012;NA;"F";"27";"A";"D";"";"E";"";"";"A"
10336;22;2015;26,7;"M";"21";"C";"C";"A";"E";"B";"A";"B"
10337;1;2015;17,8;"F";"22";"A";"A";"C";"E";"B";"A";"B"
10351;22;2015;45,9;"F";"27";"C";"";"E";"E";"B";"A";"B"
10391;803;2012;35,7;"F";"21";"B";"E";"B";"A";"";"A";"B"
10392;2;2018;54,6;"M";"23";"A";"A";"C";"D";"B";"A";"B"
10393;1;2015;22,4;"F";"25";"B";"D";"E";"A";"";"A";"B"
10435;2;2022;NA;"F";"25";"A";"B";"C";"A";"H";"A";"B"
10437;1;2012;54,8;"F";"33";"B";"C";"A";"E";"F";"";"B"
10480;2;2022;42,8;"M";"26";"A";"G";"D";"A";"G";"C";"B"
10483;22;2015;22,7;"M";"23";"B";"C";"";"A";"B";"A";"D"
10484;1;2018;11,9;"F";"26";"D";"E";"C";"";"";"A";"C"
10491;1;2018;49,9;"M";"30";"A";"D";"B";"";"I";"A";"D"
10492;22;2015;36;"F";"39";"";"B";"B";"";"";"";"A"
10493;2;2012;NA;"M";"24";"C";"F";"A";"";"E";"A";"D"
10500;67;2012;13;"F";"32";"";"F";"B";"";"A";"";""
10597;2;2018;NA;"M";"22";"A";"F";"D";"";"B";"A";""
10602;22;2018;38,3;"M";"27";"D";"D";"F";"E";"I";"A";"C"
10678;1;2018;NA;"M";"23";"B";"D";"D";"A";"C";"A";""
10679;22;2015;13,1;"M";"28";"B";"C";"C";"E";"H";"";"B"
10682;18;2018;46,5;"F";"27";"";"A";"E";"B";"";"A";"B"
10727;18;2018;NA;"F";"30";"A";"";"A";"B";"";"E";"B"
10733;22;2018;35,3;"F";"22";"D";"";"B";"E";"J";"A";"B"
10735;2;2012;41,4;"M";"22";"";"A";"B";"A";"E";"A";"C"
10745;1;2012;38,5;"F";"27";"C";"";"";"D";"";"A";""
10792;2;2022;35,5;"F";"22";"F";"C";"C";"A";"H";"A";"B"
10794;18;2015;53,9;"F";"22";"A";"E";"A";"";"B";"A";""
10805;13;2015;NA;"F";"25";"";"G";"B";"C";"H";"";""
10806;22;2022;27,2;"F";"31";"C";"C";"E";"E";"H";"";"B"
10807;1;2015;42,4;"F";"30";"";"C";"E";"D";"I";"";"A"
10867;1;2015;33,8;"F";"24";"";"H";"E";"E";"";"";"B"
10868;2;2015;62,6;"F";"23";"A";"A";"B";"A";"H";"E";"C"
10870;13;2015;68,1;"F";"22";"A";"G";"C";"A";"H";"A";"C"
10965;1;2015;59,6;"F";"26";"C";"D";"E";"E";"C";"C";"B"
10966;22;2015;29,5;"F";"28";"A";"A";"B";"A";"J";"A";"B"
10976;2;2018;27,6;"M";"23";"D";"E";"F";"D";"C";"A";"B"
10989;1;2012;41,2;"F";"24";"A";"E";"E";"E";"";"A";"B"
10991;2;2018;25,4;"F";"30";"A";"E";"D";"E";"E";"A";"C"
11106;1;2012;41,2;"F";"29";"A";"C";"C";"A";"";"C";"B"
11108;2;2015;7;"F";"22";"A";"A";"D";"E";"G";"A";"E"
11124;22;2012;NA;"F";"22";"A";"D";"B";"E";"";"A";"B"
